resource_key,model_key,character_code,character_name,variant,resource_type,runtime,manifest_path,render_status,complete_person_decision,complete_person_reason,canvas_width,canvas_height,model_width,model_height,nonblank_pixels,nonblank_ratio,bounds_min_x,bounds_min_y,bounds_max_x,bounds_max_y,bounds_width,bounds_height,slot_x,slot_y,slot_width,slot_height,bounds_inside_ratio,fill_width_ratio,fill_height_ratio,left_overflow,right_overflow,top_overflow,bottom_overflow,issue_level,texture_count,texture_pixels,render_canvas_sha256,screenshot_path,error_stage,error_message,audited_at,duration_ms
bangdream_014_casual_summer,014_casual_summer,014,松原花音,casual_summer,半身 / 夏装立绘,cubism2,src/vendor/deskpet/bangdream-models/014_casual_summer/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59978,0.262142,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,1,1048576,c5e04dd0bea611a924b7b3638900bdb1a45e265aafd9e2cb4b217396e4871d37,.cache/deskpet-audit/render-screenshots/bangdream_014_casual_summer.png,,,2026-06-14T19:19:37.540Z,1051
bangdream_014_casual_winter,014_casual_winter,014,松原花音,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/014_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,67634,0.295603,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,1,1048576,74a8d16ff561e1b11486ae24f9545deed82732794d2a2667e1da62fede028483,.cache/deskpet-audit/render-screenshots/bangdream_014_casual_winter.png,,,2026-06-14T19:19:38.590Z,1118
bangdream_015_casual,015_casual,015,奥泽美咲,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/015_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,58228,0.254493,0,57,439,436,440,380,52,34,344,430,0.779761,1.27907,0.883721,52,43,0,0,good,1,1048576,f9e68a7cbc8799f817e54750b76c889be04d7f61ca6a148563a62ca1d7bd69f5,.cache/deskpet-audit/render-screenshots/bangdream_015_casual.png,,,2026-06-14T19:19:39.708Z,1064
bangdream_015_casual_summer,015_casual_summer,015,奥泽美咲,casual_summer,半身 / 夏装立绘,cubism2,src/vendor/deskpet/bangdream-models/015_casual_summer/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,55834,0.24403,0,61,439,436,440,376,52,34,344,430,0.779739,1.27907,0.874419,52,43,0,0,good,1,1048576,8e57ccf09d9b7d3f92db8ba1865ec61ecbc1db0320a96cce76a763864f2f9e3b,.cache/deskpet-audit/render-screenshots/bangdream_015_casual_summer.png,,,2026-06-14T19:19:40.772Z,1057
bangdream_015_casual_winter,015_casual_winter,015,奥泽美咲,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/015_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,60901,0.266176,0,44,439,436,440,393,52,34,344,430,0.779829,1.27907,0.913953,52,43,0,0,good,1,1048576,f81e8db622564c9d0e816fad98b2a27aa7d7630fedfc436cf893fcaa9b26aaa3,.cache/deskpet-audit/render-screenshots/bangdream_015_casual_winter.png,,,2026-06-14T19:19:41.830Z,1060
bangdream_016_casual,016_casual,016,丸山彩,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/016_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59468,0.259913,0,64,439,436,440,373,52,34,344,430,0.779722,1.27907,0.867442,52,43,0,0,good,1,1048576,c8de3c365afbebc5b1d4171ed3322797fe9aeef0d1fd2e84cc5a831b3ebfd4f4,.cache/deskpet-audit/render-screenshots/bangdream_016_casual.png,,,2026-06-14T19:19:42.890Z,1017
bangdream_016_casual_summer,016_casual_summer,016,丸山彩,casual_summer,半身 / 夏装立绘,cubism2,src/vendor/deskpet/bangdream-models/016_casual_summer/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,61564,0.269073,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,1,1048576,3e3ed561966b3f1f2fe7106b459ae4bd39b67b972227582d17beb57a26fc3d2c,.cache/deskpet-audit/render-screenshots/bangdream_016_casual_summer.png,,,2026-06-14T19:19:43.907Z,1065
bangdream_016_casual_winter,016_casual_winter,016,丸山彩,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/016_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,61900,0.270542,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,1,1048576,3c4939b17fc545d3414289125178bd88b83d3ae7de50396f37e08f7da44c43f0,.cache/deskpet-audit/render-screenshots/bangdream_016_casual_winter.png,,,2026-06-14T19:19:44.972Z,1084
bangdream_017_casual,017_casual,017,冰川日菜,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/017_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,58988,0.257815,0,64,439,436,440,373,52,34,344,430,0.779722,1.27907,0.867442,52,43,0,0,good,1,1048576,91843f4938423af6287f4c65e044d1d95f11a5cf18613abf009eabf00ae814c0,.cache/deskpet-audit/render-screenshots/bangdream_017_casual.png,,,2026-06-14T19:19:46.057Z,1066
bangdream_017_casual_summer-2023,017_casual_summer-2023,017,冰川日菜,casual_summer-2023,半身 / 夏装立绘,cubism2,src/vendor/deskpet/bangdream-models/017_casual_summer-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59404,0.259633,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,2,2097152,b492fbaedfd583782df4083ea3e0febc00e27483eff6efb47cc7ec766c2bf189,.cache/deskpet-audit/render-screenshots/bangdream_017_casual_summer-2023.png,,,2026-06-14T19:19:47.123Z,1185
bangdream_017_casual-2023,017_casual-2023,017,冰川日菜,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/017_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,60782,0.265656,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,2,2097152,e88e5dd5f4ed3ffdb77a59111da6bc196caf6172024261895d1448ded475558f,.cache/deskpet-audit/render-screenshots/bangdream_017_casual-2023.png,,,2026-06-14T19:19:48.308Z,1282
bangdream_017_kirameki_festival,017_kirameki_festival,017,冰川日菜,kirameki_festival,半身 / 辉彩祭立绘,cubism2,src/vendor/deskpet/bangdream-models/017_kirameki_festival/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,56151,0.245415,0,65,439,436,440,372,52,34,344,430,0.779717,1.27907,0.865116,52,43,0,0,good,1,1048576,965082ac22a2d3f93429fc339823d2f5bb18b042f8be23883b0beccabeed8ad0,.cache/deskpet-audit/render-screenshots/bangdream_017_kirameki_festival.png,,,2026-06-14T19:19:49.591Z,1317
bangdream_018_casual,018_casual,018,白鹭千圣,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/018_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,61414,0.268418,0,74,439,436,440,363,52,34,344,430,0.779664,1.27907,0.844186,52,43,0,0,good,1,1048576,5fa1269a33e0c352ffa9cd7805c21379971faea1d3e7dca9c411e105536dd014,.cache/deskpet-audit/render-screenshots/bangdream_018_casual.png,,,2026-06-14T19:19:50.908Z,1048
bangdream_018_casual_winter,018_casual_winter,018,白鹭千圣,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/018_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59233,0.258885,0,74,439,436,440,363,52,34,344,430,0.779664,1.27907,0.844186,52,43,0,0,good,1,1048576,390dfa22d4c79505a1ed8734b65ec73dd94a1eab204287e25c6a62e3d45b89ec,.cache/deskpet-audit/render-screenshots/bangdream_018_casual_winter.png,,,2026-06-14T19:19:51.956Z,1084
bangdream_018_casual-2023,018_casual-2023,018,白鹭千圣,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/018_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59519,0.260135,0,75,439,436,440,362,52,34,344,430,0.779658,1.27907,0.84186,52,43,0,0,good,2,2097152,ee8d7153b920201783a037f987e49cd047c0dc32e4f7370ae3adb108ce1a813d,.cache/deskpet-audit/render-screenshots/bangdream_018_casual-2023.png,,,2026-06-14T19:19:53.040Z,1217
bangdream_018_kirameki_festival,018_kirameki_festival,018,白鹭千圣,kirameki_festival,半身 / 辉彩祭立绘,cubism2,src/vendor/deskpet/bangdream-models/018_kirameki_festival/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,62436,0.272885,0,69,439,436,440,368,52,34,344,430,0.779694,1.27907,0.855814,52,43,0,0,good,2,2097152,d1dd68550c473ad52f7ce6d83cc2caa9c075df0ff58e20b02fe8382a76b6e398,.cache/deskpet-audit/render-screenshots/bangdream_018_kirameki_festival.png,,,2026-06-14T19:19:54.257Z,1384
bangdream_019_casual,019_casual,019,大和麻弥,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/019_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,62868,0.274773,0,46,439,436,440,391,52,34,344,430,0.779819,1.27907,0.909302,52,43,0,0,good,1,1048576,2714bb9aec4d5b3a74f3bdf0cf345af680e36f12e2d538e40f6198241a544c0e,.cache/deskpet-audit/render-screenshots/bangdream_019_casual.png,,,2026-06-14T19:19:55.641Z,1097
bangdream_019_casual-2023,019_casual-2023,019,大和麻弥,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/019_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,63181,0.276141,0,50,439,436,440,387,52,34,344,430,0.779798,1.27907,0.9,52,43,0,0,good,2,2097152,0fdc6697e53aa3c67464dcea234cf299b01fa7b1b051db9df27a014b3c7fa10f,.cache/deskpet-audit/render-screenshots/bangdream_019_casual-2023.png,,,2026-06-14T19:19:56.739Z,1169
bangdream_019_live_event_188_ssr,019_live_event_188_ssr,019,大和麻弥,live_event_188_ssr,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/019_live_event_188_ssr/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,76350,0.333698,0,49,439,436,440,388,52,34,344,430,0.779803,1.27907,0.902326,52,43,0,0,good,2,2097152,633f097bd9d06a9cb444bc1909f2be049c019e296f76b0959a78e9d28ea8dff4,.cache/deskpet-audit/render-screenshots/bangdream_019_live_event_188_ssr.png,,,2026-06-14T19:19:57.908Z,2605
bangdream_019_live_event_325_ur,019_live_event_325_ur,019,大和麻弥,live_event_325_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/019_live_event_325_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,70938,0.310044,0,53,439,436,440,384,52,34,344,430,0.779782,1.27907,0.893023,52,43,0,0,good,2,2097152,51eb1f4d1168b57106f656b5b5ee70973cf050084584f28f26a2295174729182,.cache/deskpet-audit/render-screenshots/bangdream_019_live_event_325_ur.png,,,2026-06-14T19:20:00.513Z,1397
bangdream_020_casual,020_casual,020,若宫伊芙,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/020_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59411,0.259663,0,44,439,436,440,393,52,34,344,430,0.779829,1.27907,0.913953,52,43,0,0,good,1,1048576,9a48d9ed4ac3a09c3dcdbf985033f93083f8319e14a51eb05ed8c444ab72f7fb,.cache/deskpet-audit/render-screenshots/bangdream_020_casual.png,,,2026-06-14T19:20:01.910Z,1011
bangdream_020_dream_festival_3_ur,020_dream_festival_3_ur,020,若宫伊芙,dream_festival_3_ur,半身 / 梦祭立绘,cubism2,src/vendor/deskpet/bangdream-models/020_dream_festival_3_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,71116,0.310822,0,32,439,436,440,405,52,34,344,430,0.776027,1.27907,0.94186,52,43,2,0,good,2,2097152,d21e3926d9cc92c28d2f30a9f9bf738cf82483272fe0107338cce959fb6566f2,.cache/deskpet-audit/render-screenshots/bangdream_020_dream_festival_3_ur.png,,,2026-06-14T19:20:02.922Z,1873
bangdream_020_live_event_263_ur,020_live_event_263_ur,020,若宫伊芙,live_event_263_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/020_live_event_263_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,66483,0.290573,0,37,439,436,440,400,52,34,344,430,0.779864,1.27907,0.930233,52,43,0,0,good,2,2097152,32098c1aef0b891e7acd323dd7a7a8004643b4e88fcbd3905bffafb62aa16b8c,.cache/deskpet-audit/render-screenshots/bangdream_020_live_event_263_ur.png,,,2026-06-14T19:20:04.794Z,1749
bangdream_020_live_event_278_ur,020_live_event_278_ur,020,若宫伊芙,live_event_278_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/020_live_event_278_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,66744,0.291713,0,45,439,436,440,392,52,34,344,430,0.779824,1.27907,0.911628,52,43,0,0,good,2,2097152,0b663ba785a2c7cc52e44d4320c9d3950ea5ecfb8db4730c4f46ec3765b5608d,.cache/deskpet-audit/render-screenshots/bangdream_020_live_event_278_ur.png,,,2026-06-14T19:20:06.543Z,2571
bangdream_021_casual,021_casual,021,凑友希那,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/021_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,62230,0.271984,0,69,439,436,440,368,52,34,344,430,0.779694,1.27907,0.855814,52,43,0,0,good,1,1048576,6f43a8e339d0866dc3775c9d448305dc2f79ff6a07b91302e7f388357994c7b4,.cache/deskpet-audit/render-screenshots/bangdream_021_casual.png,,,2026-06-14T19:20:09.115Z,1058
bangdream_021_casual_winter,021_casual_winter,021,凑友希那,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/021_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,64406,0.281495,0,69,439,436,440,368,52,34,344,430,0.779694,1.27907,0.855814,52,43,0,0,good,1,1048576,68abaf8e077f5f1e1bd0b53a2219ffb287bb170876b3351841dded74afce7caa,.cache/deskpet-audit/render-screenshots/bangdream_021_casual_winter.png,,,2026-06-14T19:20:10.173Z,1083
bangdream_021_kirameki_festival,021_kirameki_festival,021,凑友希那,kirameki_festival,半身 / 辉彩祭立绘,cubism2,src/vendor/deskpet/bangdream-models/021_kirameki_festival/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,61347,0.268125,0,67,439,436,440,370,52,34,344,430,0.779705,1.27907,0.860465,52,43,0,0,good,1,1048576,9a5101add85d9c918711f75e041cafc921e9abfd6f19d9460d2ef66df2f6d824,.cache/deskpet-audit/render-screenshots/bangdream_021_kirameki_festival.png,,,2026-06-14T19:20:11.256Z,1234
bangdream_021_live_event_191_ssr,021_live_event_191_ssr,021,凑友希那,live_event_191_ssr,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/021_live_event_191_ssr/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,58822,0.257089,0,69,439,436,440,368,52,34,344,430,0.779694,1.27907,0.855814,52,43,0,0,good,2,2097152,5056538121f14aec6029f00ecafad5de431e602cb7dc8cc73262c6823757e13c,.cache/deskpet-audit/render-screenshots/bangdream_021_live_event_191_ssr.png,,,2026-06-14T19:20:12.490Z,1419
bangdream_022_casual,022_casual,022,冰川纱夜,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/022_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,60090,0.262631,0,53,439,436,440,384,52,34,344,430,0.779782,1.27907,0.893023,52,43,0,0,good,1,1048576,92d885ec866055c71be1c051091453daf93c2fdb58f3853468961834e1f80eaa,.cache/deskpet-audit/render-screenshots/bangdream_022_casual.png,,,2026-06-14T19:20:13.909Z,1046
bangdream_022_casual_summer,022_casual_summer,022,冰川纱夜,casual_summer,半身 / 夏装立绘,cubism2,src/vendor/deskpet/bangdream-models/022_casual_summer/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,56781,0.248169,0,53,439,436,440,384,52,34,344,430,0.779782,1.27907,0.893023,52,43,0,0,good,1,1048576,9f7c33f1def613d65ac1af332bad3d38958b3f55cade0ab816a12a3844b5002a,.cache/deskpet-audit/render-screenshots/bangdream_022_casual_summer.png,,,2026-06-14T19:20:14.955Z,1049
bangdream_022_casual_winter,022_casual_winter,022,冰川纱夜,casual_winter,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/022_casual_winter/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,64326,0.281145,0,53,439,436,440,384,52,34,344,430,0.779782,1.27907,0.893023,52,43,0,0,good,1,1048576,7d12987839e69f33ed192bfe7ac6a8d1c8f961afc09555341a50446feca6ecac,.cache/deskpet-audit/render-screenshots/bangdream_022_casual_winter.png,,,2026-06-14T19:20:16.004Z,1051
bangdream_022_live_event_266_ur,022_live_event_266_ur,022,冰川纱夜,live_event_266_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/022_live_event_266_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,63640,0.278147,0,52,439,436,440,385,52,34,344,430,0.779787,1.27907,0.895349,52,43,0,0,good,2,2097152,16dd90592fa4b2c7472aa69de7d2670e6a1c4897ab310824bc37ee3bf1d24cc7,.cache/deskpet-audit/render-screenshots/bangdream_022_live_event_266_ur.png,,,2026-06-14T19:20:17.055Z,1603
bangdream_023_casual,023_casual,023,今井莉莎,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/023_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,61527,0.268912,0,54,439,436,440,383,52,34,344,430,0.779777,1.27907,0.890698,52,43,0,0,good,1,1048576,50d32205b8a3b6dc746fd20b3e81687ff588637b66aec8a9921d781840dfe45a,.cache/deskpet-audit/render-screenshots/bangdream_023_casual.png,,,2026-06-14T19:20:18.658Z,1114
bangdream_023_casual-2023,023_casual-2023,023,今井莉莎,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/023_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,62580,0.273514,0,54,439,436,440,383,52,34,344,430,0.779777,1.27907,0.890698,52,43,0,0,good,2,2097152,4c5762504de5bcc4c25c7cbecdf00bf953ad9cd81ce5689578d69668b0923b42,.cache/deskpet-audit/render-screenshots/bangdream_023_casual-2023.png,,,2026-06-14T19:20:19.772Z,1234
bangdream_023_live_event_230_ur,023_live_event_230_ur,023,今井莉莎,live_event_230_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/023_live_event_230_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59958,0.262054,0,61,439,436,440,376,52,34,344,430,0.779739,1.27907,0.874419,52,43,0,0,good,2,2097152,8886386fb0ca9928a53ca545e3250f81713f48c7b0b1f7001b58b707b32b7676,.cache/deskpet-audit/render-screenshots/bangdream_023_live_event_230_ur.png,,,2026-06-14T19:20:21.006Z,1787
bangdream_023_live_event_284_ur,023_live_event_284_ur,023,今井莉莎,live_event_284_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/023_live_event_284_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,72769,0.318046,0,58,439,436,440,379,52,34,344,430,0.779755,1.27907,0.881395,52,43,0,0,good,2,2097152,670e48e0b9532eb6367c8234a8a5eddf89b0f8cda32ace3656766560fe43c079,.cache/deskpet-audit/render-screenshots/bangdream_023_live_event_284_ur.png,,,2026-06-14T19:20:22.793Z,2202
bangdream_024_casual,024_casual,024,宇田川亚子,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/024_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,56928,0.248811,0,85,439,436,440,352,52,34,344,430,0.779597,1.27907,0.818605,52,43,0,0,good,1,1048576,f2a40d24145192f2b2f29c60edf839f20408e4a75034121e5609e7fbc443aa96,.cache/deskpet-audit/render-screenshots/bangdream_024_casual.png,,,2026-06-14T19:20:24.995Z,1059
bangdream_024_dream_festival_3_ur,024_dream_festival_3_ur,024,宇田川亚子,dream_festival_3_ur,半身 / 梦祭立绘,cubism2,src/vendor/deskpet/bangdream-models/024_dream_festival_3_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,58611,0.256167,0,85,439,436,440,352,52,34,344,430,0.779597,1.27907,0.818605,52,43,0,0,good,2,2097152,d7bd06528e906f744f75f07068bf460523d629ff21f2a54df9eff21d54384127,.cache/deskpet-audit/render-screenshots/bangdream_024_dream_festival_3_ur.png,,,2026-06-14T19:20:26.055Z,1939
bangdream_024_kirameki_festival,024_kirameki_festival,024,宇田川亚子,kirameki_festival,半身 / 辉彩祭立绘,cubism2,src/vendor/deskpet/bangdream-models/024_kirameki_festival/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,56604,0.247395,0,85,439,436,440,352,52,34,344,430,0.779597,1.27907,0.818605,52,43,0,0,good,2,2097152,4e2ebf163557b7bec547829230f32aeeb90318262ae7c180343ea3574f603dc6,.cache/deskpet-audit/render-screenshots/bangdream_024_kirameki_festival.png,,,2026-06-14T19:20:27.993Z,1715
bangdream_024_live_event_236_ur,024_live_event_236_ur,024,宇田川亚子,live_event_236_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/024_live_event_236_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,69035,0.301726,0,27,439,436,440,410,52,34,344,430,0.766563,1.27907,0.953488,52,43,7,0,good,2,2097152,2b605dc515944b83b692e6cf7052fbf332c4dc816b0f1af83e6bb8b31a20981a,.cache/deskpet-audit/render-screenshots/bangdream_024_live_event_236_ur.png,,,2026-06-14T19:20:29.708Z,1851
bangdream_025_casual,025_casual,025,白金燐子,casual,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/025_casual/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,64861,0.283483,0,58,439,436,440,379,52,34,344,430,0.779755,1.27907,0.881395,52,43,0,0,good,1,1048576,dd54c470e8e10dbb6d5a877b1019ac65d741a4d45e36672516ece491e9491940,.cache/deskpet-audit/render-screenshots/bangdream_025_casual.png,,,2026-06-14T19:20:31.559Z,1061
bangdream_025_casual_winter-2023,025_casual_winter-2023,025,白金燐子,casual_winter-2023,半身 / 冬装立绘,cubism2,src/vendor/deskpet/bangdream-models/025_casual_winter-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,63166,0.276075,0,53,439,436,440,384,52,34,344,430,0.779782,1.27907,0.893023,52,43,0,0,good,2,2097152,0b7cb3a88b76e41d0414ceb7b13fc6dfea6f7cde8b05c5cb8b8ebe4509b1b436,.cache/deskpet-audit/render-screenshots/bangdream_025_casual_winter-2023.png,,,2026-06-14T19:20:32.620Z,1185
bangdream_025_casual-2023,025_casual-2023,025,白金燐子,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/025_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,64497,0.281892,0,59,439,436,440,378,52,34,344,430,0.77975,1.27907,0.87907,52,43,0,0,good,2,2097152,d7766abd56fa409f604f75742ec027fb5bab0aa964ade3549ea8e00ef1f0dddf,.cache/deskpet-audit/render-screenshots/bangdream_025_casual-2023.png,,,2026-06-14T19:20:33.805Z,1165
bangdream_025_live_event_304_ur,025_live_event_304_ur,025,白金燐子,live_event_304_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/025_live_event_304_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,69550,0.303977,0,59,439,436,440,378,52,34,344,430,0.77975,1.27907,0.87907,52,43,0,0,good,2,2097152,22e4402c4d5bf7cf241ce01d8829175dd2dfa1826733234abdff137ee4b73f3b,.cache/deskpet-audit/render-screenshots/bangdream_025_live_event_304_ur.png,,,2026-06-14T19:20:34.970Z,1370
bangdream_026_casual-2023,026_casual-2023,026,仓田 真白,casual-2023,半身 / 私服立绘,cubism2,src/vendor/deskpet/bangdream-models/026_casual-2023/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,59674,0.260813,0,71,439,436,440,366,52,34,344,430,0.779682,1.27907,0.851163,52,43,0,0,good,2,2097152,dd8cfe5a878842d577b5d9f7a297550cc19d600a823178bd5e66ee4cbd9fea36,.cache/deskpet-audit/render-screenshots/bangdream_026_casual-2023.png,,,2026-06-14T19:20:36.340Z,1248
bangdream_026_kirameki_festival,026_kirameki_festival,026,仓田 真白,kirameki_festival,半身 / 辉彩祭立绘,cubism2,src/vendor/deskpet/bangdream-models/026_kirameki_festival/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,58986,0.257806,0,71,439,436,440,366,52,34,344,430,0.779682,1.27907,0.851163,52,43,0,0,good,2,2097152,d401fbd182ae9db7ee00848f0aa113f1f8d24bee69fc31740669b396891e0190,.cache/deskpet-audit/render-screenshots/bangdream_026_kirameki_festival.png,,,2026-06-14T19:20:37.589Z,1385
bangdream_026_live_event_242_ur,026_live_event_242_ur,026,仓田 真白,live_event_242_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/026_live_event_242_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,65481,0.286193,0,71,439,436,440,366,52,34,344,430,0.779682,1.27907,0.851163,52,43,0,0,good,2,2097152,aab99f2c4f6f40365e1fd23ba108213d133d64a6c1644324f7c6de0f081524b7,.cache/deskpet-audit/render-screenshots/bangdream_026_live_event_242_ur.png,,,2026-06-14T19:20:38.974Z,2838
bangdream_026_live_event_313_ur,026_live_event_313_ur,026,仓田 真白,live_event_313_ur,半身 / 活动立绘,cubism2,src/vendor/deskpet/bangdream-models/026_live_event_313_ur/model.json,rendered,pass,runtime loaded and alpha bounds match a visible half-body character,440,520,392,490,69427,0.30344,0,69,439,436,440,368,52,34,344,430,0.779694,1.27907,0.855814,52,43,0,0,good,2,2097152,a37f836d39e8d7407dfa345245f4cf3ceb77378d8e0b80d5427edb86bbf39b17,.cache/deskpet-audit/render-screenshots/bangdream_026_live_event_313_ur.png,,,2026-06-14T19:20:41.812Z,1681
