resource_key,resource_key_strategy,model_key,local_code,upstream_code,variant,costume_key,family,character_name_zh,character_name_ja,band,row_kind,is_current_pool,is_covered_candidate,is_union_reference,gist_selection_proxy_bucket,gist_selection_proxy_score,gist_content_safety_hint,bestdori_available_servers,bestdori_preferred_server,tagger_visual_evidence_status,tagger_visual_evidence_count,tagger_visual_evidence_primary_url,tagger_visual_evidence_primary_sha256,download_status,conversion_status,validate_status,render_status,render_complete_person_decision,render_complete_person_reason,render_nonblank_ratio,render_bounds_width,render_bounds_height,render_bounds_inside_ratio,render_image_sha256_primary,render_image_sha256_desktop,render_image_sha256_mobile,tagger_model_id,tagger_model_revision,rating_signal_source,rating_score_general,rating_score_sensitive,rating_score_questionable,rating_score_explicit,rating_predicted_label,rating_confidence,rating_margin,llm_review_status,llm_review_reason,needs_llm_review,llm_review_label,needs_human_review,human_review_label,final_content_rating,content_policy_decision,eligible_for_default_pool,eligible_for_sensitive_easter_egg_pool,exclusion_reason,evidence_refs
bangdream_006_live_event_277_r,local_code_variant,006_live_event_277_r,006,006,live_event_277_r,006_live_event_277_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,65,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_277_r_rip/texture_00.png,b9dfd0b01c8373259fb3285ea7efc9df6281ca1ff497314bd681f4400b45bcb6,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.1295110285282135,0.8901721239089966,0.004352906718850136,0.0004051626310683787,sensitive,0.8901721239089966,0.7606610953807831,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-602""]"
bangdream_006_live_event_279_ssr,local_code_variant,006_live_event_279_ssr,006,006,live_event_279_ssr,006_live_event_279_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,71,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_279_ssr_rip/texture_00.png,6456f7b05c4b880b371dd80fe02964e605008dbf4cf2b36b3cdfc91dd56635d8,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9868237972259521,0.01735142059624195,0.0007876047748140991,0.00012911652447655797,general,0.9868237972259521,0.9694723766297102,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-603""]"
bangdream_006_live_event_27_ssr,local_code_variant,006_live_event_27_ssr,006,006,live_event_27_ssr,006_live_event_27_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_27_ssr_rip/texture_00.png,1f8742f89809d47daca3c0ecabd1ecdb78f7064bb15f81b5749f9d9aa9fe8296,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0072023035027086735,0.9934722185134888,0.0009024384780786932,0.0001257019757758826,sensitive,0.9934722185134888,0.9862699150107801,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-601""]"
bangdream_006_live_event_285_ur,local_code_variant,006_live_event_285_ur,006,006,live_event_285_ur,006_live_event_285_ur,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_285_ur_rip/texture_00.png,0ea3618940d9342cab7458857d8e873db6800994c8d78907396ffd61141cb7a6,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.11869227886199951,0.9025869369506836,0.004660512786358595,0.00043235113844275475,sensitive,0.9025869369506836,0.7838946580886841,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-604""]"
bangdream_006_live_event_294_r,local_code_variant,006_live_event_294_r,006,006,live_event_294_r,006_live_event_294_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,65,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_294_r_rip/texture_00.png,552b5e82f674cf0b104ac72aa2a80831f37cab449aa61f70aaa6fd0dc1b2d388,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.18187987804412842,0.8383743762969971,0.0003839487617369741,8.966659515863284e-05,sensitive,0.8383743762969971,0.6564944982528687,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-605""]"
bangdream_006_live_event_299_ur,local_code_variant,006_live_event_299_ur,006,006,live_event_299_ur,006_live_event_299_ur,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_299_ur_rip/texture_00.png,6c1d8130cb29e28e699756591e9c2a306415febd3c82324e7c81baa360a25f22,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.013230513781309128,0.9817119836807251,0.000926462933421135,0.0002107417385559529,sensitive,0.9817119836807251,0.968481469899416,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-606""]"
bangdream_006_live_event_306_ur,local_code_variant,006_live_event_306_ur,006,006,live_event_306_ur,006_live_event_306_ur,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_general_rip/texture_00.png,a2c1ba99bd6b99cdb5a3d84d1d579b42723b5d8ae4bf39e39c18760f632944a8,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9819937348365784,0.022116346284747124,0.00028399706934578717,6.100937389419414e-05,general,0.9819937348365784,0.9598773885518312,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-607""]"
bangdream_006_live_event_320_ssr,local_code_variant,006_live_event_320_ssr,006,006,live_event_320_ssr,006_live_event_320_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,76,manual_review_required,"[""jp"", ""cn"", ""en""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_320_ssr_rip/texture_00.png,2f060013498899bfeccd2063858bc2c9b977b2160baf315a42cd99e81fb138a5,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.5241400003433228,0.5654618144035339,0.0003357086970936507,9.563472121953964e-05,sensitive,0.5654618144035339,0.04132181406021118,completed,low_confidence_direct_rating threshold=0.20,False,sensitive,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-608"", ""llm-review-bangdream_006_live_event_320_ssr""]"
bangdream_006_live_event_328_ur,local_code_variant,006_live_event_328_ur,006,006,live_event_328_ur,006_live_event_328_ur,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,67,manual_review_required,"[""jp""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_event_328_ur_rip/texture_00.png,83102c6984370117b895d64c7f7c4bcb730b90ae766da11913e17391403c84ae,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.5358603000640869,0.5076226592063904,0.0003618914633989334,8.014438208192587e-05,general,0.5358603000640869,0.028237640857696533,completed,low_confidence_direct_rating threshold=0.27,False,unknown,True,,unknown,pending,False,False,LLM review inconclusive: label=unknown confidence=0.65,"[""raw-gist-candidate-609"", ""llm-review-bangdream_006_live_event_328_ur""]"
bangdream_006_live_event_36_ssr,local_code_variant,006_live_event_36_ssr,006,006,live_event_36_ssr,006_live_event_36_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_36_ssr_rip/texture_00.png,f9517097009a37822d9d3b33608158a932a46dbd9ea60c492c3aa8031502cd1d,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.924968421459198,0.07628092169761658,0.0006898501887917519,0.00012174452422186732,general,0.924968421459198,0.8486874997615814,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-610""]"
bangdream_006_live_event_37_sr,local_code_variant,006_live_event_37_sr,006,006,live_event_37_sr,006_live_event_37_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,69,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_37_sr_rip/texture_00.png,1d7ac5e431803131548823bb61b306c231de2cb978646b9f9b3f8f90b89935d1,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.20480963587760925,0.7941497564315796,0.0012489265063777566,6.854760431451723e-05,sensitive,0.7941497564315796,0.5893401205539703,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-611""]"
bangdream_006_live_event_42_r,local_code_variant,006_live_event_42_r,006,006,live_event_42_r,006_live_event_42_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,66,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_42_r_rip/texture_00.png,bb860877a950c7357338f00f51d684f1c41a11afb22d20749cfc8e7d1b272333,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7872356176376343,0.2133566439151764,0.0009731524041853845,9.227151167578995e-05,general,0.7872356176376343,0.5738789737224579,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-612""]"
bangdream_006_live_event_45_r,local_code_variant,006_live_event_45_r,006,006,live_event_45_r,006_live_event_45_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,66,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_45_r_rip/texture_00.png,d61199105510b8d5ba7d82179ba3e020850912ff278bb61a145320e0cf7cab07,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0028203909751027822,0.9962912797927856,0.0019772970117628574,0.00018832317437045276,sensitive,0.9962912797927856,0.9934708888176829,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-613""]"
bangdream_006_live_event_49_ssr,local_code_variant,006_live_event_49_ssr,006,006,live_event_49_ssr,006_live_event_49_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,4,https://bestdori.com/assets/jp/live2d/chara/006_live_event_49_ssr_rip/texture_00.png,81b985ce8d655cf12c8b1233b98b9b8565cc674105b5b6a48c7c63ef1aea24d0,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9927276372909546,0.0078734140843153,0.0015100123127922416,0.0002462361298967153,general,0.9927276372909546,0.9848542232066393,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-614""]"
bangdream_006_live_event_51_sr,local_code_variant,006_live_event_51_sr,006,006,live_event_51_sr,006_live_event_51_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,69,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_51_sr_rip/texture_00.png,bce93d2eed42248a7d03ab4a3bad3b3027656d7010c3e47e542a0ef94812d4a1,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.017185397446155548,0.981569766998291,0.0017254977719858289,0.00022598725627176464,sensitive,0.981569766998291,0.9643843695521355,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-615""]"
bangdream_006_live_event_54_ssr,local_code_variant,006_live_event_54_ssr,006,006,live_event_54_ssr,006_live_event_54_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_54_ssr_rip/texture_00.png,345918304466bbf50b215a0a702f2876f640b3086deda16edc915fd53f850764,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.3844680190086365,0.6553382873535156,0.0022531310096383095,0.00018027139594778419,sensitive,0.6553382873535156,0.27087026834487915,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-616""]"
bangdream_006_live_event_58_r,local_code_variant,006_live_event_58_r,006,006,live_event_58_r,006_live_event_58_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_58_r_rip/texture_00.png,f32753ad8df56a2e2c7d3dea8a064a8ecb96fd397f949f8fde3e682e1eda2ccc,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.001235963311046362,0.9950394034385681,0.0029851924628019333,0.00288799568079412,sensitive,0.9950394034385681,0.9920542109757662,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-617""]"
bangdream_006_live_event_62_sr,local_code_variant,006_live_event_62_sr,006,006,live_event_62_sr,006_live_event_62_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_62_sr_rip/texture_00.png,a2975005dbaaf751e80481cb17e04d538147e8dc89d4f868a961ad719be2f479,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0160342026501894,0.9768933057785034,0.003103637835010886,9.168106771539897e-05,sensitive,0.9768933057785034,0.960859103128314,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-618""]"
bangdream_006_live_event_74_sr,local_code_variant,006_live_event_74_sr,006,006,live_event_74_sr,006_live_event_74_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_74_sr_rip/texture_00.png,d93a52266941323df657bc93065827b933b354d733cab473c46a84ac7a081d3a,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.12721966207027435,0.8681102395057678,0.0006372425705194473,9.007022890727967e-05,sensitive,0.8681102395057678,0.7408905774354935,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-619""]"
bangdream_006_live_event_75_ssr,local_code_variant,006_live_event_75_ssr,006,006,live_event_75_ssr,006_live_event_75_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_75_ssr_rip/texture_00.png,c41e474a2b0f421e4d938f62f9cb0a44c65e9efa409b321f787f406a9eda1ddf,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.883158266544342,0.11508757621049881,0.005283871665596962,0.00016377470456063747,general,0.883158266544342,0.7680706903338432,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-620""]"
bangdream_006_live_event_78_sr,local_code_variant,006_live_event_78_sr,006,006,live_event_78_sr,006_live_event_78_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,69,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_78_sr_rip/texture_00.png,b06315251c9bfb2efd89532a66a922a3fec809ef4116d0a04b2355235a22fc19,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.46146059036254883,0.5737782120704651,0.0034232421312481165,0.0003093205741606653,sensitive,0.5737782120704651,0.11231762170791626,completed,low_confidence_direct_rating threshold=0.20,False,sensitive,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-621"", ""llm-review-bangdream_006_live_event_78_sr""]"
bangdream_006_live_event_80_r,local_code_variant,006_live_event_80_r,006,006,live_event_80_r,006_live_event_80_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_80_r_rip/texture_00.png,4051f377e3d00ddc8bcdbd3cfe3cdcf72691ba041704bf43fe2773cdec6f86c9,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0011084936559200287,0.9971559047698975,0.0016616976354271173,0.00041086418787017465,sensitive,0.9971559047698975,0.9954942071344703,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-622""]"
bangdream_006_live_event_85_sr,local_code_variant,006_live_event_85_sr,006,006,live_event_85_sr,006_live_event_85_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_85_sr_rip/texture_00.png,ee73a3e71ddb7599963efd6a9f7f37870bc238e03c21d84cfc82b9feb4db4991,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.002954323310405016,0.9954134821891785,0.003423520363867283,0.00047254213131964207,sensitive,0.9954134821891785,0.9919899618253112,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-623""]"
bangdream_006_live_event_94_ssr,local_code_variant,006_live_event_94_ssr,006,006,live_event_94_ssr,006_live_event_94_ssr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_94_ssr_rip/texture_00.png,5b39aae9d6850137038489a228f09334fffb19cc287bac1f025400b7137a0874,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.041355982422828674,0.9627366065979004,0.0010481795761734247,0.00010642176494002342,sensitive,0.9627366065979004,0.9213806241750717,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-624""]"
bangdream_006_live_event_95_sr,local_code_variant,006_live_event_95_sr,006,006,live_event_95_sr,006_live_event_95_sr,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,69,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_95_sr_rip/texture_00.png,6e236a1e1f15a40e8aa35a60195099a3b0299660de10467ae41cbb3ac97d662a,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9812832474708557,0.01880844309926033,0.0013977547641843557,0.00011538778198882937,general,0.9812832474708557,0.9624748043715954,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-625""]"
bangdream_006_live_event_99_r,local_code_variant,006_live_event_99_r,006,006,live_event_99_r,006_live_event_99_r,live_event,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_event_99_r_rip/texture_00.png,f5bfc14596a42cf5cc6bff7a484d63c474c946965f8ad9337f6db6b32b504a7f,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0688110962510109,0.929370641708374,0.0007618864765390754,0.00010139857477042824,sensitive,0.929370641708374,0.8605595454573631,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-626""]"
bangdream_006_live_r_2018,local_code_variant,006_live_r_2018,006,006,live_r_2018,006_live_r_2018,live_r,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,84,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_r_2018_rip/texture_00.png,72e8f54ac7b26faf1e80d91097f94855fdd603b5b32a0f370b2d4116f789b1cc,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.013807826675474644,0.9846855401992798,0.000977695919573307,7.947321864776313e-05,sensitive,0.9846855401992798,0.9708777135238051,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-627""]"
bangdream_006_live_r_2019,local_code_variant,006_live_r_2019,006,006,live_r_2019,006_live_r_2019,live_r,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,84,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_r_2019_rip/texture_00.png,9831030ce08dda6cd67a49cb47d26dabb1a5e7b11270870a04b4245d2750d5e8,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.0012972189579159021,0.9955692887306213,0.0073384689167141914,0.0004375892167445272,sensitive,0.9955692887306213,0.9882308198139071,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-628""]"
bangdream_006_live_r_2020,local_code_variant,006_live_r_2020,006,006,live_r_2020,006_live_r_2020,live_r,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,84,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_r_2020_rip/texture_00.png,d7018b5c86ee4331e5f1a099b7792916f1dac75c4a8d84969afe3cf635a524b6,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.045808423310518265,0.9600546360015869,0.002622719155624509,0.00018941141024697572,sensitive,0.9600546360015869,0.9142462126910686,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-629""]"
bangdream_006_live_r_2021,local_code_variant,006_live_r_2021,006,006,live_r_2021,006_live_r_2021,live_r,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,84,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/006_live_r_2021_rip/texture_00.png,cf98aa2fd78639cd6548c6731546d92ce18a9e1532ecc482db8b54878567df53,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.5290387272834778,0.488240122795105,0.0013353175017982721,0.00022272470232564956,general,0.5290387272834778,0.0407986044883728,completed,low_confidence_direct_rating threshold=0.27,False,sensitive,True,,unknown,pending,False,False,LLM review inconclusive: label=sensitive confidence=0.62,"[""raw-gist-candidate-630"", ""llm-review-bangdream_006_live_r_2021""]"
bangdream_006_live_r_2022,local_code_variant,006_live_r_2022,006,006,live_r_2022,006_live_r_2022,live_r,美竹兰,美竹 蘭,Afterglow,covered_candidate,False,True,True,B,84,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/006_live_r_2022_rip/texture_00.png,54dfea680a4fa156d5cd634c6f9da2570b019081554aa2121afd202ebef8a69e,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.970940351486206,0.03383542224764824,0.0003687017597258091,3.772373020183295e-05,general,0.970940351486206,0.9371049292385578,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-631""]"
