resource_key,resource_key_strategy,model_key,local_code,upstream_code,variant,costume_key,family,character_name_zh,character_name_ja,band,row_kind,is_current_pool,is_covered_candidate,is_union_reference,gist_selection_proxy_bucket,gist_selection_proxy_score,gist_content_safety_hint,bestdori_available_servers,bestdori_preferred_server,tagger_visual_evidence_status,tagger_visual_evidence_count,tagger_visual_evidence_primary_url,tagger_visual_evidence_primary_sha256,download_status,conversion_status,validate_status,render_status,render_complete_person_decision,render_complete_person_reason,render_nonblank_ratio,render_bounds_width,render_bounds_height,render_bounds_inside_ratio,render_image_sha256_primary,render_image_sha256_desktop,render_image_sha256_mobile,tagger_model_id,tagger_model_revision,rating_signal_source,rating_score_general,rating_score_sensitive,rating_score_questionable,rating_score_explicit,rating_predicted_label,rating_confidence,rating_margin,llm_review_status,llm_review_reason,needs_llm_review,llm_review_label,needs_human_review,human_review_label,final_content_rating,content_policy_decision,eligible_for_default_pool,eligible_for_sensitive_easter_egg_pool,exclusion_reason,evidence_refs
bangdream_013_event_67_story_01,local_code_variant,013_event_67_story_01,013,013,event_67_story_01,013_event_67_story_01,event_story,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,60,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_event_67_story_01_rip/texture_00.png,9b5003cada9f7b7442e4f8a40f2be9583b7cd76e214649a41f50f758e29562af,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9177864193916321,0.08349939435720444,0.0005172201781533659,0.00015321663522627205,general,0.9177864193916321,0.8342870250344276,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1314""]"
bangdream_013_event_88_story_01,local_code_variant,013_event_88_story_01,013,013,event_88_story_01,013_event_88_story_01,event_story,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,60,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_event_88_story_01_rip/texture_00.png,7360d285346e39be35a0842cb3733231eb001fe55cfd0729761219ae35329715,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9515584111213684,0.04841490089893341,0.0006489840452559292,6.525185744976625e-05,general,0.9515584111213684,0.903143510222435,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1315""]"
bangdream_013_garupa_t,local_code_variant,013_garupa_t,013,013,garupa_t,013_garupa_t,other,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,D,44,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_garupa_t_rip/texture_00.png,3d4030344ca1725c688e0c46e8053432140f6815503332a66a58f6126023bd6d,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.010498825460672379,0.9792476892471313,0.005560469347983599,0.0005724166985601187,sensitive,0.9792476892471313,0.968748863786459,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1316""]"
bangdream_013_gym_clothes,local_code_variant,013_gym_clothes,013,013,gym_clothes,013_gym_clothes,other,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,D,44,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_gym_clothes_rip/texture_00.png,7a2294618b8ab84befb190fe2175f52f693efaafa85c164fff3d0be8fd215af5,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.2117437869310379,0.7733661532402039,0.0011600118596106768,0.0001469841372454539,sensitive,0.7733661532402039,0.561622366309166,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1317""]"
bangdream_013_kirameki_festival,local_code_variant,013_kirameki_festival,013,013,kirameki_festival,013_kirameki_festival,kirameki_festival,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,A,100,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_general_rip/texture_00.png,9875eeced071f62d5e564fb098a1cad4ac6c96540d81731d68ac5789a05e5046,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7504165768623352,0.29179319739341736,0.00035493678296916187,0.0001004654768621549,general,0.7504165768623352,0.45862337946891785,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1318""]"
bangdream_013_live_default,local_code_variant,013_live_default,013,013,live_default,013_live_default,live_default,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,A,90,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_default_rip/texture_00.png,018719f05096e673cff06db5d4623aabf80b90c10f964d7047a4808daa8cd084,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.004994586110115051,0.9879072308540344,0.006678588222712278,0.0004784616467077285,sensitive,0.9879072308540344,0.9812286426313221,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1319""]"
bangdream_013_live_event_03_r,local_code_variant,013_live_event_03_r,013,013,live_event_03_r,013_live_event_03_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_03_r_rip/texture_00.png,b6f3525493cd119a0f22f2860f98ebd969af49e9b7724f2a526f0b368dff6ed7,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.30198606848716736,0.6604886651039124,0.0015709027647972107,0.00019460669136606157,sensitive,0.6604886651039124,0.358502596616745,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1320""]"
bangdream_013_live_event_109_sr,local_code_variant,013_live_event_109_sr,013,013,live_event_109_sr,013_live_event_109_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,76,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_109_sr_rip/texture_00.png,e16756a4e6db3430e82b195834f502670fae8343ca94652023d41d4b37bb5b43,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.004942415747791529,0.9917776584625244,0.0013801930472254753,0.00010131469025509432,sensitive,0.9917776584625244,0.9868352427147329,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1321""]"
bangdream_013_live_event_110_ssr,local_code_variant,013_live_event_110_ssr,013,013,live_event_110_ssr,013_live_event_110_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_110_ssr_rip/texture_00.png,e08454761303c8c0b6620279a6af9993b9b97f16ed8817a14320c83db496d2d6,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.05108422785997391,0.9481552243232727,0.0019269357435405254,0.00026246518245898187,sensitive,0.9481552243232727,0.8970709964632988,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1322""]"
bangdream_013_live_event_114_sr,local_code_variant,013_live_event_114_sr,013,013,live_event_114_sr,013_live_event_114_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,69,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_114_sr_rip/texture_00.png,e1894005c027df323f83c825320c5b7ec87592b3474d40d2b03f5862c5b17cc8,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.6898303031921387,0.28984034061431885,0.0010383856715634465,0.00015173960127867758,general,0.6898303031921387,0.3999899625778198,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1323""]"
bangdream_013_live_event_121_r,local_code_variant,013_live_event_121_r,013,013,live_event_121_r,013_live_event_121_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_121_r_rip/texture_00.png,4ffc6aa2e3814023e73772409279063caa1804009f138c7adced9d818c3f789a,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.13432665169239044,0.878655195236206,0.0006814340013079345,9.744731505634263e-05,sensitive,0.878655195236206,0.7443285435438156,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1325""]"
bangdream_013_live_event_12_sr,local_code_variant,013_live_event_12_sr,013,013,live_event_12_sr,013_live_event_12_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_12_sr_rip/texture_00.png,b240762450a88a818439d8a0d52a804ad5424ca0da250aec8c285eccb6789a36,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7015842199325562,0.3474489450454712,0.0002801690134219825,5.8891630033031106e-05,general,0.7015842199325562,0.35413527488708496,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1324""]"
bangdream_013_live_event_131_ssr,local_code_variant,013_live_event_131_ssr,013,013,live_event_131_ssr,013_live_event_131_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_131_ssr_rip/texture_00.png,6e0f1725fa80bcdaf2fa113fb7f1f9199bb5ae36cf075c043d2db5c11d5c45a7,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.2495817095041275,0.8061237931251526,0.0007703611045144498,0.00017342122737318277,sensitive,0.8061237931251526,0.5565420836210251,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1326""]"
bangdream_013_live_event_141_sr,local_code_variant,013_live_event_141_sr,013,013,live_event_141_sr,013_live_event_141_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_141_sr_rip/texture_00.png,1e2ec1c9410c2ee9edcca1686c7daf4938d742a11002af5f3090c97d4a736794,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.8595099449157715,0.15831290185451508,0.0009165254887193441,0.00012927420902997255,general,0.8595099449157715,0.7011970430612564,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1327""]"
bangdream_013_live_event_144_r,local_code_variant,013_live_event_144_r,013,013,live_event_144_r,013_live_event_144_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_144_r_rip/texture_00.png,e903c72d2583648aa3f8c051084f7b6eab72d66cfd6d867446dda15bb9bf1895,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.10907790064811707,0.8741860389709473,0.0016512256115674973,0.0002890776377171278,sensitive,0.8741860389709473,0.7651081383228302,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1328""]"
bangdream_013_live_event_153_ssr,local_code_variant,013_live_event_153_ssr,013,013,live_event_153_ssr,013_live_event_153_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_153_ssr_rip/texture_00.png,f1ff3c1ff46d8b1b3a68151ca90e1ca7de3f9e99efe284e0e4116fe062236028,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.013228590600192547,0.9810739159584045,0.0017858996288850904,0.0002684851351659745,sensitive,0.9810739159584045,0.967845325358212,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1329""]"
bangdream_013_live_event_164_r,local_code_variant,013_live_event_164_r,013,013,live_event_164_r,013_live_event_164_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_164_r_rip/texture_00.png,d83f3d287fc2bcbd08a07f68dee351bae0a3908fd4539e51963ae681eebf5ab2,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.00430765887722373,0.9889342188835144,0.0026186262257397175,0.00021074434334877878,sensitive,0.9889342188835144,0.9846265600062907,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1330""]"
bangdream_013_live_event_174_ssr,local_code_variant,013_live_event_174_ssr,013,013,live_event_174_ssr,013_live_event_174_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_174_ssr_rip/texture_00.png,cc8f55b0736014aec2fac3afe51ed3e2592a59d1c99326487c795026353135a3,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7152433395385742,0.3237740099430084,0.001299613737501204,0.0003185180830769241,general,0.7152433395385742,0.3914693295955658,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1331""]"
bangdream_013_live_event_175_sr,local_code_variant,013_live_event_175_sr,013,013,live_event_175_sr,013_live_event_175_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,70,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_175_sr_rip/texture_00.png,cd6c9b55bb89f09d91c74a16ae646f9811965cebd344e7d8b8b8d957b6229fc2,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.8223459720611572,0.22995521128177643,0.0012673240853473544,0.00011555305536603555,general,0.8223459720611572,0.5923907607793808,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1332""]"
bangdream_013_live_event_186_r,local_code_variant,013_live_event_186_r,013,013,live_event_186_r,013_live_event_186_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,67,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_186_r_rip/texture_00.png,5782f42e0cff6b244007656fc5fdf550f3eb445ca50158b745b1517e3a5c7083,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7658639550209045,0.2665449380874634,0.0004998710937798023,0.00012470223009586334,general,0.7658639550209045,0.49931901693344116,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1334""]"
bangdream_013_live_event_18_r,local_code_variant,013_live_event_18_r,013,013,live_event_18_r,013_live_event_18_r,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,66,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_18_r_rip/texture_00.png,79c92cba45453609a95c87cc6d2ec7346b3f443a69e5d3c3c29f924cc4681287,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.011478721164166927,0.9892444610595703,0.0013414256973192096,0.0003690792655106634,sensitive,0.9892444610595703,0.9777657398954034,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1333""]"
bangdream_013_live_event_198_ssr,local_code_variant,013_live_event_198_ssr,013,013,live_event_198_ssr,013_live_event_198_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_198_ssr_rip/texture_00.png,0ecea70ba4d8707f384e44f4811db6ad8d527920f316541d5d75e4699483ee25,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9908583760261536,0.012026265263557434,0.0004935790784657001,3.164583904435858e-05,general,0.9908583760261536,0.9788321107625961,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1335""]"
bangdream_013_live_event_208,local_code_variant,013_live_event_208,013,013,live_event_208,013_live_event_208,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,62,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_208_rip/texture_00.png,fd1dbb5a9a994abd1a7bc4092a487d2635ef85dcf131c4015a8f6c630c9e1826,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.18524833023548126,0.8428513407707214,0.00037690962199121714,0.00016664642316754907,sensitive,0.8428513407707214,0.6576030105352402,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1336""]"
bangdream_013_live_event_209_ssr,local_code_variant,013_live_event_209_ssr,013,013,live_event_209_ssr,013_live_event_209_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_209_ssr_rip/texture_00.png,fccea4a9ceb361ac550dcffe09a5d42c463c4869ea777e218cf00af0a464d09f,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.6694114804267883,0.3376719355583191,0.0012356755323708057,0.00020180073624942452,general,0.6694114804267883,0.33173954486846924,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1337""]"
bangdream_013_live_event_225_ur,local_code_variant,013_live_event_225_ur,013,013,live_event_225_ur,013_live_event_225_ur,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_225_ur_rip/texture_00.png,1b6fce306966de9d805fa0a2a97739136b592e45b543a1782a613119a2de43b7,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9040904641151428,0.12214252352714539,0.0004159840173088014,7.999907393241301e-05,general,0.9040904641151428,0.7819479405879974,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1339""]"
bangdream_013_live_event_22_ssr,local_code_variant,013_live_event_22_ssr,013,013,live_event_22_ssr,013_live_event_22_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""kr"", ""tw""]",jp,ready,1,https://bestdori.com/assets/jp/live2d/chara/013_live_event_22_ssr_rip/texture_00.png,c85aa09b6534b41fa5c4a183b2eacc89cc0c757dfe523b3adf8aab08be93860e,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.4109695255756378,0.6749171018600464,0.0019907078240066767,0.00017891173774842173,sensitive,0.6749171018600464,0.26394757628440857,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1338""]"
bangdream_013_live_event_232_ssr,local_code_variant,013_live_event_232_ssr,013,013,live_event_232_ssr,013_live_event_232_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,78,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_232_ssr_rip/texture_00.png,127510814f686422ac37ded60e4a0e86d8598b512f2cc4b4fc1890afb6991726,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.19282042980194092,0.8371071219444275,0.0008011929458007216,0.00025878564338199794,sensitive,0.8371071219444275,0.6442866921424866,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1340""]"
bangdream_013_live_event_244_ur,local_code_variant,013_live_event_244_ur,013,013,live_event_244_ur,013_live_event_244_ur,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,73,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_244_ur_rip/texture_00.png,2eaab2354cd7933dad0784f6271b6c5fb7fb7b3d279719098673d95ee46d29e4,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9798671007156372,0.024343011900782585,0.00032763739000074565,6.703922554152086e-05,general,0.9798671007156372,0.9555240888148546,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1341""]"
bangdream_013_live_event_255_ssr,local_code_variant,013_live_event_255_ssr,013,013,live_event_255_ssr,013_live_event_255_ssr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,71,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_255_ssr_rip/texture_00.png,2823c875d0c3ffd37854ffbb63abf35e0e57016f4bc123e9419d883881929c8f,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.3497559428215027,0.6844091415405273,0.0005775198224000633,0.00030805834103375673,sensitive,0.6844091415405273,0.33465319871902466,not_required,tagger_confident,False,,False,,sensitive,allow_sensitive_easter_egg,False,True,,"[""raw-gist-candidate-1342""]"
bangdream_013_live_event_260_ur,local_code_variant,013_live_event_260_ur,013,013,live_event_260_ur,013_live_event_260_ur,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,B,80,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_live_event_260_ur_rip/texture_00.png,f189e040202a148f0ea816933c5fb98757676a48a0389b8cc1dc79ce30b28640,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.9827189445495605,0.01849045231938362,0.0005875368369743228,0.00010565581760602072,general,0.9827189445495605,0.9642284922301769,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1343""]"
bangdream_013_live_event_262_sr,local_code_variant,013_live_event_262_sr,013,013,live_event_262_sr,013_live_event_262_sr,live_event,北泽育美,北沢 はぐみ,"Hello, Happy World!",covered_candidate,False,True,True,C,68,manual_review_required,"[""jp"", ""cn"", ""en"", ""tw""]",jp,ready,2,https://bestdori.com/assets/jp/live2d/chara/013_general_rip/texture_00.png,9875eeced071f62d5e564fb098a1cad4ac6c96540d81731d68ac5789a05e5046,pending,pending,pending,pending,not_run,,,0,0,,,,,animetimm/convnextv2_huge.dbv4-full,18177355d1448a69bafb0410a0608e144f714e8b,direct_rating_label,0.7504165768623352,0.29179319739341736,0.00035493678296916187,0.0001004654768621549,general,0.7504165768623352,0.45862337946891785,not_required,tagger_confident,False,,False,,general,allow_default,True,False,,"[""raw-gist-candidate-1344""]"
